Time,Queue Size
0.826,2
0.828,2
0.83,2
0.832,2
0.834,2
0.836,2
0.838,2
0.84,2
0.842,2
0.844,2
0.846,2
0.848,2
0.85,2
0.852,2
0.854,2
0.856,2
0.858,2
0.86,2
0.862,2
0.864,2
0.866,2
0.868,2
0.87,2
0.872,2
0.874,2
0.876,2
0.878,2
0.88,2
0.882,2
0.884,2
0.886,2
0.888,2
0.89,2
0.892,2
0.894,2
0.896,2
0.898,2
0.9,2
0.902,2
0.904,2
0.906,2
0.908,2
0.91,2
0.912,2
0.914,2
0.916,2
0.918,2
0.92,2
0.922,2
0.924,2
0.926,2
0.928,2
0.93,2
0.932,2
0.934,2
0.936,2
0.938,2
0.94,2
0.942,2
0.944,2
0.946,2
0.948,2
0.95,2
0.952,2
0.954,2
0.956,2
0.958,2
0.96,2
0.962,2
0.964,2
0.966,2
0.968,2
0.97,2
0.972,2
0.974,2
0.976,2
0.978,2
0.98,2
0.982,2
0.984,2
0.986,2
0.988,2
0.99,2
0.992,2
0.994,2
0.996,2
0.998,2
1,2
1.002,2
1.004,2
1.006,2
1.008,2
1.01,2
1.012,2
1.014,2
1.016,2
1.018,2
1.02,2
1.022,2
1.024,2
1.026,2
1.028,2
1.03,2
1.032,2
1.034,2
1.036,2
1.038,2
1.04,2
1.042,2
1.044,2
1.046,2
1.048,2
1.05,2
1.052,2
1.054,2
1.056,2
1.058,2
1.06,2
1.062,2
1.064,2
1.066,2
1.068,2
1.07,2
1.072,2
1.074,2
1.076,2
1.078,2
1.08,2
1.082,2
1.084,2
1.086,2
1.088,2
1.09,2
1.092,2
1.094,2
1.096,2
1.098,2
1.1,2
1.102,2
1.104,2
1.106,2
1.108,2
1.11,2
1.112,2
1.114,2
1.116,2
1.118,2
1.12,2
1.122,2
1.124,2
1.126,2
1.128,2
1.13,2
1.132,2
1.134,2
1.136,2
1.138,2
1.14,2
1.142,2
1.144,2
1.146,2
1.148,2
1.15,2
1.152,2
1.154,2
1.156,2
1.158,2
1.16,2
1.162,2
1.164,2
1.166,2
1.168,2
1.17,2
1.172,2
1.174,2
1.176,2
1.178,2
1.18,2
1.182,2
1.184,2
1.186,2
1.188,2
1.19,2
1.192,2
1.194,2
1.196,2
1.198,2
1.2,2
1.202,2
1.204,2
1.206,2
1.208,2
1.21,2
1.212,2
1.214,2
1.216,2
1.218,2
1.22,2
1.222,2
1.224,2
1.226,2
1.228,2
1.23,2
1.232,2
1.234,2
1.236,2
1.238,2
1.24,2
1.242,2
1.244,2
1.246,2
1.248,2
1.25,2
1.252,2
1.254,2
1.256,2
1.258,2
1.26,2
1.262,2
1.264,2
1.266,2
1.268,2
1.27,2
1.272,2
1.274,2
1.276,2
1.278,2
1.28,2
1.282,2
1.284,2
1.286,2
1.288,2
1.29,2
1.292,2
1.294,2
1.296,2
1.298,2
1.3,2
1.302,2
1.304,2
1.306,2
1.308,2
1.31,2
1.312,2
1.314,2
1.316,2
1.318,2
1.32,2
1.322,2
1.324,2
1.326,2
1.328,2
1.33,2
1.332,2
1.334,2
1.336,2
1.338,2
1.34,2
1.342,2
1.344,2
1.346,2
1.348,2
1.35,2
1.352,2
1.354,2
1.356,2
1.358,2
1.36,2
1.362,2
1.364,2
1.366,2
1.368,2
1.37,2
1.372,2
1.374,2
1.376,2
1.378,2
1.38,2
1.382,2
1.384,2
1.386,2
1.388,2
1.39,2
1.392,2
1.394,2
1.396,2
1.398,2
1.4,2
1.402,2
1.404,2
1.406,2
1.408,2
1.41,2
1.412,2
1.414,2
1.416,2
1.418,2
1.42,2
1.422,2
1.424,2
1.426,2
1.428,2
1.43,2
1.432,2
1.434,2
1.436,2
1.438,2
1.44,2
1.442,2
1.444,2
1.446,2
1.448,2
1.45,2
1.452,2
1.454,2
1.456,2
1.458,2
1.46,2
1.462,2
1.464,2
1.466,2
1.468,2
1.47,2
1.472,2
1.474,2
1.476,2
1.478,2
1.48,2
1.482,2
1.484,2
1.486,2
1.488,2
1.49,2
1.492,2
1.494,2
1.496,2
1.498,2
1.5,2
1.502,2
1.504,2
1.506,2
1.508,2
1.51,2
1.512,2
1.514,2
1.516,2
1.518,2
1.52,2
1.522,2
1.524,2
1.526,2
1.528,2
1.53,2
1.532,2
1.534,2
1.536,2
1.538,2
1.54,2
1.542,2
1.544,2
1.546,2
1.548,2
1.55,2
1.552,2
1.554,2
1.556,2
1.558,2
1.56,2
1.562,2
1.564,2
1.566,2
1.568,2
1.57,2
1.572,2
1.574,2
1.576,2
1.578,2
1.58,2
1.582,2
1.584,2
1.586,2
1.588,2
1.59,2
1.592,2
1.594,2
1.596,2
1.598,2
1.6,2
1.602,2
1.604,2
1.606,2
1.608,2
1.61,2
1.612,2
1.614,2
1.616,2
1.618,2
1.62,2
1.622,2
1.624,2
1.626,2
1.628,2
1.63,2
1.632,2
1.634,2
1.636,2
1.638,2
1.64,2
1.642,2
1.644,2
1.646,2
1.648,2
1.65,2
1.652,2
1.654,2
1.656,2
1.658,2
1.66,2
1.662,2
1.664,2
1.666,2
1.668,2
1.67,2
1.672,2
1.674,2
1.676,2
1.678,2
1.68,2
1.682,2
1.684,2
1.686,2
1.688,2
1.69,2
1.692,2
1.694,2
1.696,2
1.698,2
1.7,2
1.702,2
1.704,2
1.706,2
1.708,2
1.71,2
1.712,2
1.714,2
1.716,2
1.718,2
1.72,2
1.722,2
1.724,2
1.726,2
1.728,2
1.73,2
1.732,2
1.734,2
1.736,2
1.738,2
1.74,2
1.742,2
1.744,2
1.746,2
1.748,2
1.75,2
1.752,2
1.754,2
1.756,2
1.758,2
1.76,2
1.762,2
1.764,2
1.766,2
1.768,2
1.77,2
1.772,2
1.774,2
1.776,2
1.778,2
1.78,2
1.782,2
1.784,2
1.786,2
1.788,2
1.79,2
1.792,2
1.794,2
1.796,2
1.798,2
1.8,2
1.802,2
1.804,2
1.806,2
1.808,2
1.81,2
1.812,2
1.814,2
1.816,2
1.818,2
1.82,2
1.822,2
1.824,2
1.826,2
1.828,2
1.83,2
1.832,2
1.834,2
1.836,2
1.838,2
1.84,2
1.842,2
1.844,2
1.846,2
1.848,2
1.85,2
1.852,2
1.854,2
1.856,2
1.858,2
1.86,2
1.862,2
1.864,2
1.866,2
1.868,2
1.87,2
1.872,2
1.874,2
1.876,2
1.878,2
1.88,2
1.882,2
1.884,2
1.886,2
1.888,2
1.89,2
1.892,2
1.894,2
1.896,2
1.898,2
1.9,2
1.902,2
1.904,2
1.906,2
1.908,2
1.91,2
1.912,2
1.914,2
1.916,2
1.918,2
1.92,2
1.922,2
1.924,2
1.926,2
1.928,2
1.93,2
1.932,2
1.934,2
1.936,2
1.938,2
1.94,2
1.942,2
1.944,2
1.946,2
1.948,2
1.95,2
1.952,2
1.954,2
1.956,2
1.958,2
1.96,2
1.962,2
1.964,2
1.966,2
1.968,2
1.97,2
1.972,2
1.974,2
1.976,2
1.978,2
1.98,2
1.982,2
1.984,2
1.986,2
1.988,2
1.99,2
1.992,2
1.994,2
1.996,2
1.998,2
2,2
2.002,2
2.004,2
2.006,2
2.008,2
2.01,2
2.012,2
2.014,2
2.016,2
2.018,2
2.02,2
2.022,2
2.024,2
2.026,2
2.028,2
2.03,2
2.032,2
2.034,2
2.036,2
2.038,2
2.04,2
2.042,2
2.044,2
2.046,2
2.048,2
2.05,2
2.052,2
2.054,2
2.056,2
2.058,2
2.06,2
2.062,2
2.064,2
2.066,2
2.068,2
2.07,2
2.072,2
2.074,2
2.076,2
2.078,2
2.08,2
2.082,2
2.084,2
2.086,2
2.088,2
2.09,2
2.092,2
2.094,2
2.096,2
2.098,2
2.1,2
2.102,2
2.104,2
2.106,2
2.108,2
2.11,2
2.112,2
2.114,2
2.116,2
2.118,2
2.12,2
2.122,2
2.124,2
2.126,2
2.128,2
2.13,2
2.132,2
2.134,2
2.136,2
2.138,2
2.14,2
2.142,2
2.144,2
2.146,2
2.148,2
2.15,2
2.152,2
2.154,2
2.156,2
2.158,2
2.16,2
2.162,2
2.164,2
2.166,2
2.168,2
2.17,2
2.172,2
2.174,2
2.176,2
2.178,2
2.18,2
2.182,2
2.184,2
2.186,2
2.188,2
2.19,2
2.192,2
2.194,2
2.196,2
2.198,2
2.2,2
2.202,2
2.204,2
2.206,2
2.208,2
2.21,2
2.212,2
2.214,2
2.216,2
2.218,2
2.22,2
2.222,2
2.224,2
2.226,2
2.228,2
2.23,2
2.232,2
2.234,2
2.236,2
2.238,2
2.24,2
2.242,2
2.244,2
2.246,2
2.248,2
2.25,2
2.252,2
2.254,2
2.256,2
2.258,2
2.26,2
2.262,2
2.264,2
2.266,2
2.268,2
2.27,2
2.272,2
2.274,2
2.276,2
2.278,2
2.28,2
2.282,2
2.284,2
2.286,2
2.288,2
2.29,2
2.292,2
2.294,2
2.296,2
2.298,2
2.3,2
2.302,2
2.304,2
2.306,2
2.308,2
2.31,2
2.312,2
2.314,2
2.316,2
2.318,2
2.32,2
2.322,2
2.324,2
2.326,2
2.328,2
2.33,2
2.332,2
2.334,2
2.336,2
2.338,2
2.34,2
2.342,2
2.344,2
2.346,2
2.348,2
2.35,2
2.352,2
2.354,2
2.356,2
2.358,2
2.36,2
2.362,2
2.364,2
2.366,2
2.368,2
2.37,2
2.372,2
2.374,2
2.376,2
2.378,2
2.38,2
2.382,2
2.384,2
2.386,2
2.388,2
2.39,2
2.392,2
2.394,2
2.396,2
2.398,2
2.4,2
2.402,2
2.404,2
2.406,2
2.408,2
2.41,2
2.412,2
2.414,2
2.416,2
2.418,2
2.42,2
2.422,2
2.424,2
2.426,2
2.428,2
2.43,2
2.432,2
2.434,2
2.436,2
2.438,2
2.44,2
2.442,2
2.444,2
2.446,2
2.448,2
2.45,2
2.452,2
2.454,2
2.456,2
2.458,2
2.46,2
2.462,2
2.464,2
2.466,2
2.468,2
2.47,2
2.472,2
2.474,2
2.476,2
2.478,2
2.48,2
2.482,2
2.484,2
2.486,2
2.488,2
2.49,2
2.492,2
2.494,2
2.496,2
2.498,2
2.5,2
2.502,2
2.504,2
2.506,2
2.508,2
2.51,2
2.512,2
2.514,2
2.516,2
2.518,2
2.52,2
2.522,2
2.524,2
2.526,2
2.528,2
2.53,2
2.532,2
2.534,2
2.536,2
2.538,2
2.54,2
2.542,2
2.544,2
2.546,2
2.548,2
2.55,2
2.552,2
2.554,2
2.556,2
2.558,2
2.56,2
2.562,2
2.564,2
2.566,2
2.568,2
2.57,2
2.572,2
2.574,2
2.576,2
2.578,2
2.58,2
2.582,2
2.584,2
2.586,2
2.588,2
2.59,2
2.592,2
2.594,2
2.596,2
2.598,2
2.6,2
2.602,2
2.604,2
2.606,2
2.608,2
2.61,2
2.612,2
2.614,2
2.616,2
2.618,2
2.62,2
2.622,2
2.624,2
2.626,2
2.628,2
2.63,2
2.632,2
2.634,2
2.636,2
2.638,2
2.64,2
2.642,2
2.644,2
2.646,2
2.648,2
2.65,2
2.652,2
2.654,2
2.656,2
2.658,2
2.66,2
2.662,2
2.664,2
2.666,2
2.668,2
2.67,2
2.672,2
2.674,2
2.676,2
2.678,2
2.68,2
2.682,2
2.684,2
2.686,2
2.688,2
2.69,2
2.692,2
2.694,2
2.696,2
2.698,2
2.7,2
2.702,2
2.704,2
2.706,2
2.708,2
2.71,2
2.712,2
2.714,2
2.716,2
2.718,2
2.72,2
2.722,2
2.724,2
2.726,2
2.728,2
2.73,2
2.732,2
2.734,2
2.736,2
2.738,2
2.74,2
2.742,2
2.744,2
2.746,2
2.748,2
2.75,2
2.752,2
2.754,2
2.756,2
2.758,2
2.76,2
2.762,2
2.764,2
2.766,2
2.768,2
2.77,2
2.772,2
2.774,2
2.776,2
2.778,2
2.78,2
2.782,2
2.784,2
2.786,2
2.788,2
2.79,2
2.792,2
2.794,2
2.796,2
2.798,2
2.8,2
2.802,2
2.804,2
2.806,2
2.808,2
2.81,2
2.812,2
2.814,2
2.816,2
2.818,2
2.82,2
2.822,2
2.824,2
2.826,2
2.828,2
2.83,2
2.832,2
2.834,2
2.836,2
2.838,2
2.84,2
2.842,2
2.844,2
2.846,2
2.848,2
2.85,2
2.852,2
2.854,2
2.856,2
2.858,2
2.86,2
2.862,2
2.864,2
2.866,2
2.868,2
2.87,2
2.872,2
2.874,2
2.876,2
2.878,2
2.88,2
2.882,2
2.884,2
2.886,2
2.888,2
2.89,2
2.892,2
2.894,2
2.896,2
2.898,2
2.9,2
2.902,2
2.904,2
2.906,2
2.908,2
2.91,2
2.912,2
2.914,2
2.916,2
2.918,2
2.92,2
2.922,2
2.924,2
2.926,2
2.928,2
2.93,2
2.932,2
2.934,2
2.936,2
2.938,2
2.94,2
2.942,2
2.944,2
2.946,2
2.948,2
2.95,2
2.952,2
2.954,2
2.956,2
2.958,2
2.96,2
2.962,2
2.964,2
2.966,2
2.968,2
2.97,2
2.972,2
2.974,2
2.976,2
2.978,2
2.98,2
2.982,2
2.984,2
2.986,2
2.988,2
2.99,2
2.992,2
2.994,2
2.996,2
2.998,2
3,2
3.002,2
3.004,2
3.006,2
3.008,2
3.01,2
3.012,2
3.014,2
3.016,2
3.018,2
3.02,2
3.022,2
3.024,2
3.026,2
3.028,2
3.03,2
3.032,2
3.034,2
3.036,2
3.038,2
3.04,2
3.042,2
3.044,2
3.046,2
3.048,2
3.05,2
3.052,2
3.054,2
3.056,2
3.058,2
3.06,2
3.062,2
3.064,2
3.066,2
3.068,2
3.07,2
3.072,2
3.074,2
3.076,2
3.078,2
3.08,2
3.082,2
3.084,2
3.086,2
3.088,2
3.09,2
3.092,2
3.094,2
3.096,2
3.098,2
3.1,2
3.102,2
3.104,2
3.106,2
3.108,2
3.11,2
3.112,2
3.114,2
3.116,2
3.118,2
3.12,2
3.122,2
3.124,2
3.126,2
3.128,2
3.13,2
3.132,2
3.134,2
3.136,2
3.138,2
3.14,2
3.142,2
3.144,2
3.146,2
3.148,2
3.15,2
3.152,2
3.154,2
3.156,2
3.158,2
3.16,2
3.162,2
3.164,2
3.166,2
3.168,2
3.17,2
3.172,2
3.174,2
3.176,2
3.178,2
3.18,2
3.182,2
3.184,2
3.186,2
3.188,2
3.19,2
3.192,2
3.194,2
3.196,2
3.198,2
3.2,2
3.202,2
3.204,2
3.206,2
3.208,2
3.21,2
3.212,2
3.214,2
3.216,2
3.218,2
3.22,2
3.222,2
3.224,2
3.226,2
3.228,2
3.23,2
3.232,2
3.234,2
3.236,2
3.238,2
3.24,2
3.242,2
3.244,2
3.246,2
3.248,2
3.25,2
3.252,2
3.254,2
3.256,2
3.258,2
3.26,2
3.262,2
3.264,2
3.266,2
3.268,2
3.27,2
3.272,2
3.274,2
3.276,2
3.278,2
3.28,2
3.282,2
3.284,2
3.286,2
3.288,2
3.29,2
3.292,2
3.294,2
3.296,2
3.298,2
3.3,2
3.302,2
3.304,2
3.306,2
3.308,2
3.31,2
3.312,2
3.314,2
3.316,2
3.318,2
3.32,2
3.322,2
3.324,2
3.326,2
3.328,2
3.33,2
3.332,2
3.334,2
3.336,2
3.338,2
3.34,2
3.342,2
3.344,2
3.346,2
3.348,2
3.35,2
3.352,2
3.354,2
3.356,2
3.358,2
3.36,2
3.362,2
3.364,2
3.366,2
3.368,2
3.37,2
3.372,2
3.374,2
3.376,2
3.378,2
3.38,2
3.382,2
3.384,2
3.386,2
3.388,2
3.39,2
3.392,2
3.394,2
3.396,2
3.398,2
3.4,2
3.402,2
3.404,2
3.406,2
3.408,2
3.41,2
3.412,2
3.414,2
3.416,2
3.418,2
3.42,2
3.422,2
3.424,2
3.426,2
3.428,2
3.43,2
3.432,2
3.434,2
3.436,2
3.438,2
3.44,2
3.442,2
3.444,2
3.446,2
3.448,2
3.45,2
3.452,2
3.454,2
3.456,2
3.458,2
3.46,2
3.462,2
3.464,2
3.466,2
3.468,2
3.47,2
3.472,2
3.474,2
3.476,2
3.478,2
3.48,2
3.482,2
3.484,2
3.486,2
3.488,2
3.49,2
3.492,2
3.494,2
3.496,2
3.498,2
3.5,2
3.502,2
3.504,2
3.506,2
3.508,2
3.51,2
3.512,2
3.514,2
3.516,2
3.518,2
3.52,2
3.522,2
3.524,2
3.526,2
3.528,2
3.53,2
3.532,2
3.534,2
3.536,2
3.538,2
3.54,2
3.542,2
3.544,2
3.546,2
3.548,2
3.55,2
3.552,2
3.554,2
3.556,2
3.558,2
3.56,2
3.562,2
3.564,2
3.566,2
3.568,2
3.57,2
3.572,2
3.574,2
3.576,2
3.578,2
3.58,2
3.582,2
3.584,2
3.586,2
3.588,2
3.59,2
3.592,2
3.594,2
3.596,2
3.598,2
3.6,2
3.602,2
3.604,2
3.606,2
3.608,2
3.61,2
3.612,2
3.614,2
3.616,2
3.618,2
3.62,2
3.622,2
3.624,2
3.626,2
3.628,2
3.63,2
3.632,2
3.634,2
3.636,2
3.638,2
3.64,2
3.642,2
3.644,2
3.646,2
3.648,2
3.65,2
3.652,2
3.654,2
3.656,2
3.658,2
3.66,2
3.662,2
3.664,2
3.666,2
3.668,2
3.67,2
3.672,2
3.674,2
3.676,2
3.678,2
3.68,2
3.682,2
3.684,2
3.686,2
3.688,2
3.69,2
3.692,2
3.694,2
3.696,2
3.698,2
3.7,2
3.702,2
3.704,2
3.706,2
3.708,2
3.71,2
3.712,2
3.714,2
3.716,2
3.718,2
3.72,2
3.722,2
3.724,2
3.726,2
3.728,2
3.73,2
3.732,2
3.734,2
3.736,2
3.738,2
3.74,2
3.742,2
3.744,2
3.746,2
3.748,2
3.75,2
3.752,2
3.754,2
3.756,2
3.758,2
3.76,2
3.762,2
3.764,2
3.766,2
3.768,2
3.77,2
3.772,2
3.774,2
3.776,2
3.778,2
3.78,2
3.782,2
3.784,2
3.786,2
3.788,2
3.79,2
3.792,2
3.794,2
3.796,2
3.798,2
3.8,2
3.802,2
3.804,2
3.806,2
3.808,2
3.81,2
3.812,2
3.814,2
3.816,2
3.818,2
3.82,2
3.822,2
3.824,2
3.826,2
3.828,2
3.83,2
3.832,2
3.834,2
3.836,2
3.838,2
3.84,2
3.842,2
3.844,2
3.846,2
3.848,2
3.85,2
3.852,2
3.854,2
3.856,2
3.858,2
3.86,2
3.862,2
3.864,2
3.866,2
3.868,2
3.87,2
3.872,2
3.874,2
3.876,2
3.878,2
3.88,2
3.882,2
3.884,2
3.886,2
3.888,2
3.89,2
3.892,2
3.894,2
3.896,2
3.898,2
3.9,2
3.902,2
3.904,2
3.906,2
3.908,2
3.91,2
3.912,2
3.914,2
3.916,2
3.918,2
3.92,2
3.922,2
3.924,2
3.926,2
3.928,2
3.93,2
3.932,2
3.934,2
3.936,2
3.938,2
3.94,2
3.942,2
3.944,2
3.946,2
3.948,2
3.95,2
3.952,2
3.954,2
3.956,2
3.958,2
3.96,2
3.962,2
3.964,2
3.966,2
3.968,2
3.97,2
3.972,2
3.974,2
3.976,2
3.978,2
3.98,2
3.982,2
3.984,2
3.986,2
3.988,2
3.99,2
3.992,2
3.994,2
3.996,2
3.998,2
4,2
4.002,2
4.004,2
4.006,2
4.008,2
4.01,2
4.012,2
4.014,2
4.016,2
4.018,2
4.02,2
4.022,2
4.024,2
4.026,2
4.028,2
4.03,2
4.032,2
4.034,2
4.036,2
4.038,2
4.04,2
4.042,2
4.044,2
4.046,2
4.048,2
4.05,2
4.052,2
4.054,2
4.056,2
4.058,2
4.06,2
4.062,2
4.064,2
4.066,2
4.068,2
4.07,2
4.072,2
4.074,2
4.076,2
4.078,2
4.08,2
4.082,2
4.084,2
4.086,2
4.088,2
4.09,2
4.092,2
4.094,2
4.096,2
4.098,2
4.1,2
4.102,2
4.104,2
4.106,2
4.108,2
4.11,2
4.112,2
4.114,2
4.116,2
4.118,2
4.12,2
4.122,2
4.124,2
4.126,2
4.128,2
4.13,2
4.132,2
4.134,2
4.136,2
4.138,2
4.14,2
4.142,2
4.144,2
4.146,2
4.148,2
4.15,2
4.152,2
4.154,2
4.156,2
4.158,2
4.16,2
4.162,2
4.164,2
4.166,2
4.168,2
4.17,2
4.172,2
4.174,2
4.176,2
4.178,2
4.18,2
4.182,2
4.184,2
4.186,2
4.188,2
4.19,2
4.192,2
4.194,2
4.196,2
4.198,2
4.2,2
4.202,2
4.204,2
4.206,2
4.208,2
4.21,2
4.212,2
4.214,2
4.216,2
4.218,2
4.22,2
4.222,2
4.224,2
4.226,2
4.228,2
4.23,2
4.232,2
4.234,2
4.236,2
4.238,2
4.24,2
4.242,2
4.244,2
4.246,2
4.248,2
4.25,2
4.252,2
4.254,2
4.256,2
4.258,2
4.26,2
4.262,2
4.264,2
4.266,2
4.268,2
4.27,2
4.272,2
4.274,2
4.276,2
4.278,2
4.28,2
4.282,2
4.284,2
4.286,2
4.288,2
4.29,2
4.292,2
4.294,2
4.296,2
4.298,2
4.3,2
4.302,2
4.304,2
4.306,2
4.308,2
4.31,2
4.312,2
4.314,2
4.316,2
4.318,2
4.32,2
4.322,2
4.324,2
4.326,2
4.328,2
4.33,2
4.332,2
4.334,2
4.336,2
4.338,2
4.34,2
4.342,2
4.344,2
4.346,2
4.348,2
4.35,2
4.352,2
4.354,2
4.356,2
4.358,2
4.36,2
4.362,2
4.364,2
4.366,2
4.368,2
4.37,2
4.372,2
4.374,2
4.376,2
4.378,2
4.38,2
4.382,2
4.384,2
4.386,2
4.388,2
4.39,2
4.392,2
4.394,2
4.396,2
4.398,2
4.4,2
4.402,2
4.404,2
4.406,2
4.408,2
4.41,2
4.412,2
4.414,2
4.416,2
4.418,2
4.42,2
4.422,2
4.424,2
4.426,2
4.428,2
4.43,2
4.432,2
4.434,2
4.436,2
4.438,2
4.44,2
4.442,2
4.444,2
4.446,2
4.448,2
4.45,2
4.452,2
4.454,2
4.456,2
4.458,2
4.46,2
4.462,2
4.464,2
4.466,2
4.468,2
4.47,2
4.472,2
4.474,2
4.476,2
4.478,2
4.48,2
4.482,2
4.484,2
4.486,2
4.488,2
4.49,2
4.492,2
4.494,2
4.496,2
4.498,2
4.5,2
4.502,2
4.504,2
4.506,2
4.508,2
4.51,2
4.512,2
4.514,2
4.516,2
4.518,2
4.52,2
4.522,2
4.524,2
4.526,2
4.528,2
4.53,2
4.532,2
4.534,2
4.536,2
4.538,2
4.54,2
4.542,2
4.544,2
4.546,2
4.548,2
4.55,2
4.552,2
4.554,2
4.556,2
4.558,2
4.56,2
4.562,2
4.564,2
4.566,2
4.568,2
4.57,2
4.572,2
4.574,2
4.576,2
4.578,2
4.58,2
4.582,2
4.584,2
4.586,2
4.588,2
4.59,2
4.592,2
4.594,2
4.596,2
4.598,2
4.6,2
4.602,2
4.604,2
4.606,2
4.608,2
4.61,2
4.612,2
4.614,2
4.616,2
4.618,2
4.62,2
4.622,2
4.624,2
4.626,2
4.628,2
4.63,2
4.632,2
4.634,2
4.636,2
4.638,2
4.64,2
4.642,2
4.644,2
4.646,2
4.648,2
4.65,2
4.652,2
4.654,2
4.656,2
